Gene,Accession,Chromosome,End,Start,Strand
TSHZ1,ENSG00000179981,18,75289950,75210755,+
AC116003.3,ENSG00000276993,18,75387596,75387056,+
AC116003.1,ENSG00000264116,18,75426607,75407012,+
AC012101.2,ENSG00000287281,18,75468835,75455787,+
AC012101.1,ENSG00000286603,18,75474772,75472794,+
AC090338.1,ENSG00000287993,18,75656016,75642494,+
AC021506.2,ENSG00000275827,18,75928004,75927836,+
AC011095.1,ENSG00000263547,18,76145259,76122968,+
LINC01893,ENSG00000264260,18,76221718,76209422,+
AC103808.4,ENSG00000266014,18,76252044,76232927,+
AC103808.1,ENSG00000264212,18,76258337,76256891,+
AC103808.5,ENSG00000266614,18,76260114,76259166,+
AC009716.1,ENSG00000263982,18,76378275,76372717,+
AC018413.1,ENSG00000265778,18,76493918,76491629,+
C18orf65,ENSG00000275763,18,76498088,76495521,+
LINC00683,ENSG00000266256,18,76670111,76528652,+
LINC01879,ENSG00000276397,18,76693636,76686058,+
CCND3P2,ENSG00000265836,18,76751841,76751305,+
ZNF236,ENSG00000130856,18,76970727,76822607,+
AC093330.1,ENSG00000266844,18,76984162,76974690,+
AC093330.3,ENSG00000287680,18,77044739,77042864,+
AC018529.1,ENSG00000275178,18,77093446,77093086,+
AC018529.2,ENSG00000278330,18,77115726,77112602,+
AC100863.1,ENSG00000265844,18,77235430,77180106,+
GALR1,ENSG00000166573,18,77277896,77250549,+
AC124254.2,ENSG00000264015,18,77561044,77421619,+
AC123786.1,ENSG00000264693,18,77624515,77622552,+
RNU6-655P,ENSG00000199728,18,78036845,78036739,+
AC107892.1,ENSG00000266213,18,78140887,78137223,+
AC087399.1,ENSG00000265644,18,78484867,78480549,+
AC012572.1,ENSG00000265378,18,78506410,78505165,+
AC091027.3,ENSG00000287758,18,78928494,78926053,+
SALL3,ENSG00000256463,18,79002677,78980275,+
ATP9B,ENSG00000166377,18,79378287,79069285,+
AC099689.1,ENSG00000279416,18,79086435,79085134,+
AC125437.1,ENSG00000267655,18,79117920,79117207,+
AC125437.2,ENSG00000279474,18,79146918,79144752,+
AC023090.2,ENSG00000279077,18,79354567,79352458,+
NFATC1,ENSG00000131196,18,79529325,79395856,+
AC018445.3,ENSG00000279637,18,79422780,79420836,+
AC018445.4,ENSG00000279981,18,79498348,79496058,+
AC018445.6,ENSG00000286296,18,79540840,79539574,+
AC068473.3,ENSG00000267287,18,79589010,79576460,+
AC068473.4,ENSG00000267409,18,79612303,79610747,+
CTDP1,ENSG00000060069,18,79756623,79679801,+
AC021594.1,ENSG00000266924,18,79791432,79787121,+
AC021594.2,ENSG00000267780,18,79816529,79792726,+
KCNG2,ENSG00000178342,18,79900184,79863668,+
HSBP1L1,ENSG00000226742,18,79970822,79964582,+
AC090360.1,ENSG00000267127,18,80097088,80034346,+
RBFA,ENSG00000101546,18,80050651,80034389,+
RBFADN,ENSG00000261126,18,80095482,80046900,+
SLC25A6P4,ENSG00000266909,18,80078259,80077707,+
ADNP2,ENSG00000101544,18,80147523,80109262,+
PARD6G-AS1,ENSG00000267270,18,80179839,80147924,+
AC139100.2,ENSG00000278000,18,80162413,80161752,+
AC139100.1,ENSG00000267251,18,80202992,80183680,+
WASH5P,ENSG00000282458,19,71626,60951,-
FAM138F,ENSG00000282591,19,77686,76163,-
OR4F8P,ENSG00000266971,19,157215,156279,-
SEPTIN14P19,ENSG00000281379,19,195696,186373,-
AC092299.1,ENSG00000282416,19,198066,197310,-
LINC01002,ENSG00000282508,19,246544,198264,-
AC010507.2,ENSG00000282339,19,201174,200499,-
RNU6-1076P,ENSG00000222329,19,223261,223158,-
AC016588.2,ENSG00000282393,19,251571,248551,-
PLPP2,ENSG00000141934,19,291403,281040,-
MIER2,ENSG00000105556,19,344815,301444,-
THEG,ENSG00000105549,19,376026,361747,-
C2CD4C,ENSG00000183186,19,409147,405445,-
SHC2,ENSG00000129946,19,460996,416583,-
ODF3L2,ENSG00000181781,19,474983,463346,-
AC005775.1,ENSG00000266933,19,507833,490046,-
AC009005.1,ENSG00000267751,19,572228,567210,-
AC005559.1,ENSG00000267036,19,591300,590430,-
POLRMT,ENSG00000099821,19,633537,617221,-
AC004449.1,ENSG00000261204,19,637537,637105,-
RNF126,ENSG00000070423,19,663233,647526,-
PRSS57,ENSG00000185198,19,695498,685546,-
AC006273.1,ENSG00000272473,19,781862,781002,-
PLPPR3,ENSG00000129951,19,821977,812488,-
MED16,ENSG00000175221,19,893218,867630,-
R3HDM4,ENSG00000198858,19,913245,896503,-
AC005379.1,ENSG00000267159,19,928817,928259,-
AC004528.1,ENSG00000266990,19,1002757,999796,-
TMEM259,ENSG00000182087,19,1021179,1009648,-
AC011558.1,ENSG00000279753,19,1039064,1038727,-
POLR2E,ENSG00000099817,19,1095380,1086574,-
SBNO2,ENSG00000064932,19,1174268,1107637,-
CBARP,ENSG00000099625,19,1238027,1228287,-
CIRBP-AS1,ENSG00000267493,19,1270260,1267471,-
RPS15P9,ENSG00000240846,19,1307719,1307401,-
AC004623.1,ENSG00000279488,19,1374364,1372238,-
AC005329.2,ENSG00000267755,19,1377520,1376773,-
AC005329.3,ENSG00000280486,19,1389665,1385473,-
AC005329.1,ENSG00000248015,19,1396467,1392170,-
GAMT,ENSG00000130005,19,1401570,1397026,-
AC027307.2,ENSG00000267317,19,1458580,1457670,-
C19orf25,ENSG00000119559,19,1479556,1461143,-
PCSK4,ENSG00000115257,19,1490752,1481428,-
ADAMTSL5,ENSG00000185761,19,1513604,1505022,-
MEX3D,ENSG00000181588,19,1568058,1554669,-
RN7SL477P,ENSG00000239367,19,1570860,1570575,-
MBD3,ENSG00000071655,19,1592865,1573596,-
AC005943.1,ENSG00000267059,19,1605445,1578339,-
UQCR11,ENSG00000127540,19,1605473,1597169,-
TCF3,ENSG00000071564,19,1652615,1609290,-
RNU6-1223P,ENSG00000252933,19,1616595,1616492,-
ATP8B3,ENSG00000130270,19,1812276,1782075,-
REXO1,ENSG00000079313,19,1848483,1815248,-
MIR1909,ENSG00000284216,19,1816238,1816159,-
KLF16,ENSG00000129911,19,1863579,1852399,-
AC012615.1,ENSG00000261526,19,1876169,1874871,-
ABHD17A,ENSG00000129968,19,1885547,1876810,-
CSNK1G2-AS1,ENSG00000180846,19,1954586,1952531,-
BTBD2,ENSG00000133243,19,2034881,1985438,-
AC004678.2,ENSG00000279653,19,2003581,2002580,-
AC004678.1,ENSG00000275468,19,2014656,2013728,-
AC007136.1,ENSG00000267180,19,2031051,2030853,-
MKNK2,ENSG00000099875,19,2051244,2037465,-
MOB3A,ENSG00000172081,19,2096673,2071036,-
AP3D1,ENSG00000065000,19,2164468,2100988,-
AC004490.1,ENSG00000267122,19,2215565,2212029,-
PLEKHJ1,ENSG00000104886,19,2237704,2230084,-
MIR1227,ENSG00000221411,19,2234149,2234062,-
MIR6789,ENSG00000284129,19,2235926,2235829,-
JSRP1,ENSG00000167476,19,2269759,2252252,-
PEAK3,ENSG00000188305,19,2282175,2274631,-
LINGO3,ENSG00000220008,19,2292024,2289784,-
AC005258.2,ENSG00000286880,19,2316875,2315162,-
LSM7,ENSG00000130332,19,2328611,2321520,-
TIMM13,ENSG00000099800,19,2427586,2425625,-
LMNB2,ENSG00000176619,19,2456959,2427638,-
MIR7108,ENSG00000283728,19,2435000,2434914,-
LINC01775,ENSG00000267201,19,2462185,2458935,-
RNU6-993P,ENSG00000252962,19,2503141,2503047,-
GNG7,ENSG00000176533,19,2702694,2511219,-
RN7SL121P,ENSG00000263974,19,2595291,2595019,-
AC092068.2,ENSG00000267412,19,2611862,2610155,-
AC092068.3,ENSG00000267749,19,2643853,2641838,-
AC006538.3,ENSG00000276097,19,2701266,2700689,-
DIRAS1,ENSG00000176490,19,2721372,2714567,-
AC006538.2,ENSG00000267001,19,2740048,2717769,-
AC006538.1,ENSG00000261342,19,2729327,2727743,-
SLC39A3,ENSG00000141873,19,2740028,2732204,-
SGTA,ENSG00000104969,19,2783282,2754715,-
AC006130.1,ENSG00000267063,19,2858716,2847227,-
AC006130.2,ENSG00000267398,19,2875592,2874950,-
AC119403.2,ENSG00000266938,19,2897222,2896625,-
AC119403.1,ENSG00000253392,19,2926817,2908371,-
ZNF77,ENSG00000175691,19,2944971,2933218,-
TLE2,ENSG00000065717,19,3047635,2997639,-
TLE5,ENSG00000104964,19,3063107,3052910,-
AC005262.2,ENSG00000267139,19,3119304,3118665,-
KF456478.1,ENSG00000267688,19,3122128,3121116,-
AC005264.1,ENSG00000267551,19,3155175,3141576,-
AC010649.1,ENSG00000267448,19,3306887,3296765,-
AC007792.1,ENSG00000280103,19,3355955,3355554,-
SMIM24,ENSG00000095932,19,3480525,3473986,-
AC005551.1,ENSG00000284638,19,3483446,3482804,-
DOHH,ENSG00000129932,19,3500940,3490821,-
AC005787.1,ENSG00000252408,19,3521320,3521248,-
MFSD12,ENSG00000161091,19,3574290,3538261,-
AC005786.4,ENSG00000279590,19,3567959,3567278,-
AC005786.1,ENSG00000266959,19,3568273,3568120,-
TBXA2R,ENSG00000006638,19,3606840,3594506,-
CACTIN,ENSG00000105298,19,3626815,3610645,-
PIP5K1C,ENSG00000186111,19,3700479,3630183,-
APBA3,ENSG00000011132,19,3761692,3750772,-
AC005954.1,ENSG00000267138,19,3756659,3754620,-
RAX2,ENSG00000173976,19,3772221,3769089,-
AC005777.1,ENSG00000267148,19,3776182,3775996,-
MATK,ENSG00000007264,19,3802129,3777970,-
ZFR2,ENSG00000105278,19,3869038,3804024,-
RN7SL202P,ENSG00000266627,19,3920506,3920245,-
DAPK3,ENSG00000167657,19,3971123,3958453,-
MIR637,ENSG00000283928,19,3961512,3961414,-
EEF2,ENSG00000167658,19,3985463,3976056,-
SNORD37,ENSG00000206775,19,3982572,3982507,-
ZBTB7A,ENSG00000178951,19,4066899,4043303,-
AC016586.1,ENSG00000268670,19,4062749,4061615,-
MAP2K2,ENSG00000126934,19,4124129,4090321,-
SIRT6,ENSG00000077463,19,4182566,4174109,-
AC005578.1,ENSG00000280247,19,4247358,4246339,-
TMIGD2,ENSG00000167664,19,4302431,4292232,-
STAP2,ENSG00000178078,19,4342786,4324043,-
AC007292.3,ENSG00000269807,19,4354057,4347244,-
EIF1P6,ENSG00000267938,19,4349061,4347780,-
AC007292.2,ENSG00000269318,19,4358448,4356637,-
SH3GL1,ENSG00000141985,19,4400547,4360370,-
AC011498.3,ENSG00000267255,19,4430934,4429689,-
UBXN6,ENSG00000167671,19,4457794,4444999,-
AC011498.1,ENSG00000267011,19,4471493,4457962,-
PLIN4,ENSG00000167676,19,4518465,4502180,-
PLIN5,ENSG00000214456,19,4535224,4522531,-
AC011498.4,ENSG00000267385,19,4540067,4528427,-
LRG1,ENSG00000171236,19,4540036,4536402,-
SEMA6B,ENSG00000167680,19,4559684,4542593,-
MYDGF,ENSG00000074842,19,4670370,4641374,-
AC005339.1,ENSG00000268565,19,4655524,4654964,-
DPP9,ENSG00000142002,19,4724673,4675224,-
AC005523.1,ENSG00000268536,19,4791207,4785120,-
AC005523.2,ENSG00000269604,19,4795559,4791745,-
TICAM1,ENSG00000127666,19,4831704,4815932,-
PLIN3,ENSG00000105355,19,4867694,4838341,-
ARRDC5,ENSG00000205784,19,4902896,4890437,-
PTPRS,ENSG00000105426,19,5340803,5158495,-
TINCR,ENSG00000223573,19,5578349,5558167,-
SNRPEP4,ENSG00000233270,19,5576938,5576660,-
SAFB2,ENSG00000130254,19,5624046,5586999,-
MICOS13,ENSG00000174917,19,5680896,5678421,-
LONP1,ENSG00000196365,19,5720572,5691834,-
PRR22,ENSG00000212123,19,5784746,5782960,-
AC011499.1,ENSG00000267157,19,5785619,5784005,-
DUS3L,ENSG00000141994,19,5791225,5784832,-
FUT6,ENSG00000156413,19,5839731,5830610,-
FUT3,ENSG00000171124,19,5851474,5842888,-
FUT5,ENSG00000130383,19,5870540,5865826,-
AC024592.3,ENSG00000267740,19,5903787,5866171,-
NDUFA11,ENSG00000174886,19,5904006,5891276,-
AC104532.2,ENSG00000267571,19,5913899,5911578,-
RANBP3,ENSG00000031823,19,5978142,5916139,-
RFX2,ENSG00000087903,19,6199572,5993164,-
AC011471.1,ENSG00000267415,19,6176442,6176256,-
MLLT1,ENSG00000130382,19,6279975,6210381,-
AC011471.3,ENSG00000280394,19,6263469,6263068,-
ACER1,ENSG00000167769,19,6333612,6306142,-
AC011491.3,ENSG00000269802,19,6362149,6343761,-
PSPN,ENSG00000125650,19,6379058,6375148,-
GTF2F1,ENSG00000125651,19,6393981,6379572,-
AC011491.2,ENSG00000269444,19,6390400,6386762,-
MIR6885,ENSG00000274390,19,6389703,6389638,-
MIR6790,ENSG00000273758,19,6392983,6392921,-
KHSRP,ENSG00000088247,19,6424794,6413348,-
MIR3940,ENSG00000284159,19,6416511,6416410,-
SLC25A41,ENSG00000181240,19,6433779,6426037,-
SLC25A23,ENSG00000125648,19,6465203,6436079,-
DENND1C,ENSG00000205744,19,6482557,6467207,-
TUBB4A,ENSG00000104833,19,6502848,6494319,-
AC010503.3,ENSG00000268742,19,6554494,6552358,-
CLIC4P2,ENSG00000269546,19,6563848,6562123,-
Y_RNA,ENSG00000199223,19,6573057,6572956,-
CD70,ENSG00000125726,19,6604103,6583183,-
TNFSF14,ENSG00000125735,19,6670588,6661253,-
C3,ENSG00000125730,19,6730562,6677704,-
AC008760.2,ENSG00000276980,19,6717742,6716386,-
GPR108,ENSG00000125734,19,6737603,6729914,-
MIR6791,ENSG00000283950,19,6736778,6736712,-
AC008760.1,ENSG00000269680,19,6751467,6748293,-
SH2D3A,ENSG00000125731,19,6767463,6752160,-
AC020895.2,ENSG00000280091,19,6896832,6894994,-
ADGRE4P,ENSG00000268758,19,6997872,6952500,-
AC025278.2,ENSG00000269761,19,7006074,7005012,-
MBD3L2B,ENSG00000196589,19,7021450,7018969,-
MBD3L4,ENSG00000205718,19,7040179,7037748,-
MBD3L3,ENSG00000182315,19,7058640,7056209,-
INSR,ENSG00000171105,19,7294414,7112255,-
AC119396.2,ENSG00000267852,19,7395039,7390522,-
PEX11G,ENSG00000104883,19,7497449,7476875,-
AC008878.4,ENSG00000269371,19,7520460,7519916,-
XAB2,ENSG00000076924,19,7629545,7619525,-
PCP2,ENSG00000174788,19,7633719,7631611,-
AC008763.1,ENSG00000268204,19,7636990,7633766,-
FCER2,ENSG00000104921,19,7702146,7688758,-
CLEC4G,ENSG00000182566,19,7733906,7728957,-
CD209,ENSG00000090659,19,7747564,7739993,-
EXOSC3P2,ENSG00000269763,19,7814425,7813615,-
PRR36,ENSG00000183248,19,7874390,7868719,-
LYPLA2P2,ENSG00000269153,19,7880120,7879445,-
RNA5SP463,ENSG00000199900,19,7887096,7886977,-
AC010336.7,ENSG00000285674,19,7887096,7886977,-
AC010336.1,ENSG00000214248,19,7903542,7898804,-
AC010336.4,ENSG00000268149,19,7913518,7912648,-
AC010336.2,ENSG00000260500,19,7919157,7918652,-
CTXN1,ENSG00000178531,19,7926135,7924491,-
TIMM44,ENSG00000104980,19,7943667,7926718,-
ELAVL1,ENSG00000066044,19,8005659,7958573,-
FBN3,ENSG00000142449,19,8149592,8065402,-
AC022146.2,ENSG00000271717,19,8239648,8222153,-
CD320,ENSG00000167775,19,8308358,8302127,-
AC010323.1,ENSG00000167774,19,8321379,8308283,-
NDUFA7,ENSG00000267855,19,8321375,8308768,-
KANK3,ENSG00000186994,19,8343262,8322584,-
RAB11B-AS1,ENSG00000269386,19,8390685,8374373,-
MIR4999,ENSG00000265390,19,8389380,8389290,-
AC136469.1,ENSG00000268931,19,8427827,8423355,-
AC136469.2,ENSG00000279827,19,8445597,8444570,-
PRAM1,ENSG00000133246,19,8502640,8490056,-
ZNF414,ENSG00000133250,19,8514167,8509678,-
MYO1F,ENSG00000142347,19,8577577,8520778,-
ADAMTS10,ENSG00000142303,19,8610735,8580240,-
AC243312.1,ENSG00000279426,19,8696321,8695721,-
ACTL9,ENSG00000181786,19,8698795,8697400,-
RPL23AP78,ENSG00000269244,19,8729204,8728735,-
AC012616.1,ENSG00000268922,19,8778861,8778665,-
ZNF558,ENSG00000167785,19,8832314,8806170,-
MUC16,ENSG00000181143,19,8981342,8848844,-
OR1M4P,ENSG00000267154,19,9083398,9083112,-
OR7G2,ENSG00000170923,19,9107475,9100407,-
OR7G1,ENSG00000161807,19,9115763,9114828,-
OR7G15P,ENSG00000275787,19,9122492,9122160,-
OR7G3,ENSG00000170920,19,9126950,9126012,-
ELOCP29,ENSG00000267418,19,9183048,9182369,-
OR7D4,ENSG00000174667,19,9219589,9210276,-
OR7E18P,ENSG00000180926,19,9261716,9261015,-
OR7E19P,ENSG00000225980,19,9268819,9265440,-
OR7H1P,ENSG00000226480,19,9279369,9278448,-
ZNF699,ENSG00000196110,19,9309838,9291140,-
AC011451.2,ENSG00000270614,19,9348703,9348106,-
AC011451.3,ENSG00000283108,19,9407055,9383581,-
ZNF266,ENSG00000174652,19,9435571,9412461,-
ZNF560,ENSG00000198028,19,9498616,9466355,-
AC008567.3,ENSG00000287960,19,9514539,9507820,-
ZNF426,ENSG00000130818,19,9538645,9523223,-
ZNF121,ENSG00000197961,19,9584533,9560353,-
ZNF561,ENSG00000171469,19,9621236,9604680,-
ZNF562,ENSG00000171466,19,9675100,9641807,-
RPS4XP22,ENSG00000239830,19,9684073,9683294,-
ZNF812P,ENSG00000224689,19,9700776,9689924,-
AC008759.1,ENSG00000267490,19,9725086,9724008,-
ZNF846,ENSG00000196605,19,9793180,9751993,-
AC008752.3,ENSG00000267370,19,9756863,9756152,-
FBXL12,ENSG00000127452,19,9827816,9810267,-
AC008752.2,ENSG00000267289,19,9835013,9834079,-
OLFM2,ENSG00000105088,19,9936552,9853718,-
COL5A3,ENSG00000080573,19,10010504,9959561,-
AC020931.1,ENSG00000267387,19,10090377,10089032,-
ANGPTL6,ENSG00000130812,19,10102796,10092338,-
EIF3G,ENSG00000130811,19,10119918,10115014,-
DNMT1,ENSG00000130816,19,10231286,10133345,-
S1PR2,ENSG00000267534,19,10231331,10221433,-
AC011511.2,ENSG00000266978,19,10285108,10252268,-
AC011511.3,ENSG00000267105,19,10260045,10259109,-
AC011511.5,ENSG00000267607,19,10289019,10285801,-
ZGLP1,ENSG00000220201,19,10309880,10304803,-
AC011511.1,ENSG00000167807,19,10316009,10305427,-
FDX2,ENSG00000267673,19,10316015,10310045,-
AC011511.4,ENSG00000267303,19,10320678,10315471,-
RAVER1,ENSG00000161847,19,10333638,10316212,-
ICAM3,ENSG00000076662,19,10339661,10333776,-
TYK2,ENSG00000105397,19,10380572,10350529,-
CDC37,ENSG00000105401,19,10420121,10391133,-
MIR1181,ENSG00000284268,19,10403538,10403458,-
KEAP1,ENSG00000079999,19,10503558,10486125,-
AC011461.1,ENSG00000267197,19,10491000,10490339,-
S1PR5,ENSG00000180739,19,10517931,10512742,-
RNU7-140P,ENSG00000238364,19,10551092,10551033,-
KRI1,ENSG00000129347,19,10566031,10553085,-
CDKN2D,ENSG00000129355,19,10569059,10566460,-
AP1M2,ENSG00000129354,19,10587315,10572671,-
AC011475.1,ENSG00000271010,19,10598965,10598001,-
ILF3-DT,ENSG00000267100,19,10653844,10651862,-
MIR199A1,ENSG00000207752,19,10817496,10817426,-
TMED1,ENSG00000099203,19,10836318,10832067,-
YIPF2,ENSG00000130733,19,10928681,10922185,-
AC011442.1,ENSG00000266936,19,11016011,11010917,-
SPC24,ENSG00000161888,19,11155808,11131520,-
KANK2,ENSG00000197256,19,11197791,11164267,-
DOCK6,ENSG00000130158,19,11262524,11199295,-
AC011472.2,ENSG00000267174,19,11324441,11300777,-
RAB3D,ENSG00000105514,19,11346270,11322068,-
TMEM205,ENSG00000105518,19,11346518,11342776,-
AC024575.1,ENSG00000267277,19,11374935,11368123,-
EPOR,ENSG00000187266,19,11384342,11377207,-
RGL3,ENSG00000205517,19,11419342,11384341,-
CCDC151,ENSG00000198003,19,11435782,11420604,-
ELAVL3,ENSG00000196361,19,11481046,11451326,-
AC008481.3,ENSG00000267477,19,11505698,11466240,-
ZNF653,ENSG00000161914,19,11505839,11483427,-
MIR7974,ENSG00000274713,19,11495622,11495544,-
ECSIT,ENSG00000130159,19,11529172,11505929,-
RN7SL833P,ENSG00000244080,19,11516330,11516047,-
ELOF1,ENSG00000130165,19,11559236,11551147,-
ACP5,ENSG00000102575,19,11579008,11574660,-
HNRNPA1P10,ENSG00000214223,19,11667030,11666069,-
ZNF823,ENSG00000197933,19,11739009,11721265,-
AC008543.3,ENSG00000266922,19,11730783,11725961,-
AC008543.2,ENSG00000220949,19,11759933,11756533,-
AC008543.5,ENSG00000267646,19,11798598,11796084,-
AC008543.4,ENSG00000267089,19,11842439,11841241,-
ZNF433,ENSG00000197647,19,12035741,12014732,-
AC008770.1,ENSG00000257355,19,12052967,12017888,-
RNA5SP465,ENSG00000212497,19,12028021,12027913,-
ZNF878,ENSG00000257446,19,12052961,12043805,-
Y_RNA,ENSG00000199444,19,12088346,12088245,-
ZNF20,ENSG00000132010,19,12140355,12092843,-
ZNF625-ZNF20,ENSG00000213297,19,12156731,12132117,-
AC022415.1,ENSG00000242615,19,12143322,12141806,-
ZNF625,ENSG00000257591,19,12156734,12142090,-
ZNF44,ENSG00000197857,19,12294887,12224686,-
ZNF563,ENSG00000188868,19,12333720,12317477,-
ZNF442,ENSG00000198342,19,12365905,12345944,-
AC008758.4,ENSG00000268744,19,12401274,12379189,-
AC008758.3,ENSG00000248406,19,12383687,12379746,-
ZNF799,ENSG00000196466,19,12401271,12390016,-
AC008758.5,ENSG00000268870,19,12441082,12391949,-
ZNF443,ENSG00000180855,19,12441021,12429706,-
AC008758.6,ENSG00000269755,19,12484816,12433103,-
ZNF709,ENSG00000242852,19,12513854,12461184,-
AC008758.1,ENSG00000196826,19,12551474,12461559,-
ZNF564,ENSG00000249709,19,12551542,12525373,-
AC010422.6,ENSG00000269693,19,12580975,12525720,-
AC010422.4,ENSG00000269560,19,12532973,12529768,-
ZNF490,ENSG00000188033,19,12640098,12576100,-
RPL10P16,ENSG00000178464,19,12643919,12643275,-
AC010422.3,ENSG00000269242,19,12648397,12643831,-
MAN2B1,ENSG00000104774,19,12666742,12646511,-
AC010422.5,ENSG00000269590,19,12669397,12664828,-
AC010422.8,ENSG00000285589,19,12681834,12668071,-
WDR83OS,ENSG00000105583,19,12669415,12668073,-
AC010422.7,ENSG00000285583,19,12671023,12670079,-
DHPS,ENSG00000095059,19,12681880,12675717,-
AC010422.2,ENSG00000268945,19,12687279,12682693,-
FBXW9,ENSG00000132004,19,12696631,12688053,-
TNPO2,ENSG00000105576,19,12724011,12699194,-
SNORD41,ENSG00000209702,19,12706518,12706449,-
AC018761.1,ENSG00000267004,19,12725886,12725517,-
TRIR,ENSG00000123144,19,12734684,12730640,-
HOOK2,ENSG00000095066,19,12872740,12763003,-
AC018761.3,ENSG00000267212,19,12785101,12784539,-
PRDX2,ENSG00000167815,19,12801800,12796820,-
RTBDN,ENSG00000132026,19,12835428,12825478,-
DNASE2,ENSG00000105612,19,12881466,12875209,-
KLF1,ENSG00000105610,19,12887199,12884422,-
SYCE2,ENSG00000161860,19,12919293,12898786,-
FARSA,ENSG00000179115,19,12934037,12922479,-
AC092069.1,ENSG00000267458,19,12944487,12944118,-
GADD45GIP1,ENSG00000179271,19,12957223,12953119,-
AC138474.1,ENSG00000267417,19,13014511,13013662,-
AC007787.1,ENSG00000267610,19,13071374,13069792,-
LYL1,ENSG00000104903,19,13103161,13099033,-
TRMT1,ENSG00000104907,19,13117567,13104902,-
AC011446.1,ENSG00000267512,19,13141147,13139617,-
STX10,ENSG00000104915,19,13150383,13144058,-
AC011446.3,ENSG00000287296,19,13152913,13152252,-
AC011446.2,ENSG00000267598,19,13154193,13153071,-
RPL12P42,ENSG00000213253,19,13158788,13157959,-
CACNA1A,ENSG00000141837,19,13633025,13206442,-
AC008686.1,ENSG00000267633,19,13774118,13772118,-
AC020916.2,ENSG00000267582,19,13796933,13796574,-
RN7SL619P,ENSG00000266770,19,13815319,13815062,-
AC020916.1,ENSG00000267519,19,13842928,13823880,-
MIR24-2,ENSG00000284387,19,13836359,13836287,-
MIR27A,ENSG00000207808,19,13836517,13836440,-
MIR23A,ENSG00000207980,19,13836659,13836587,-
C19orf57,ENSG00000132016,19,13906452,13882348,-
PODNL1,ENSG00000132000,19,13953392,13931187,-
RFX1,ENSG00000132005,19,14007039,13961530,-
AC022098.2,ENSG00000267670,19,14031557,14030855,-
PALM3,ENSG00000187867,19,14062076,14053363,-
C19orf67,ENSG00000188032,19,14085875,14081624,-
SAMD1,ENSG00000141858,19,14091036,14087851,-
