Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr
CDH13,ENSG00000140945,16,83800640,82626965,+,
CDK1,ENSG00000170312,10,60794852,60778331,+,0.5156
CDK10,ENSG00000185324,16,89696354,89680737,+,-0.0689
CDK11A,ENSG00000008128,1,1724357,1702379,-,-0.0811
CDK11B,ENSG00000248333,1,1659012,1635227,-,-0.0305
CDK12,ENSG00000167258,17,39564907,39461486,+,0.0028
CDK13,ENSG00000065883,7,40099580,39950121,+,-0.0557
CDK14,ENSG00000058091,7,91210590,90466424,+,-0.094
CDK15,ENSG00000138395,2,201895550,201790461,+,-0.0332
CDK16,ENSG00000102225,X,47229997,47217860,+,0.0673
CDK17,ENSG00000059758,12,96400480,96278261,-,-0.0594
CDK18,ENSG00000117266,1,205532793,205504595,+,0.0153
CDK19,ENSG00000155111,6,110815958,110609978,-,0.0238
CDK2,ENSG00000123374,12,55972789,55966781,+,0.1026
CDK20,ENSG00000156345,9,87974753,87966441,-,0.0827
CDK2AP1,ENSG00000111328,12,123272334,123250112,-,0.054
CDK2AP2,ENSG00000167797,11,67508649,67506497,-,0.3441
CDK3,ENSG00000250506,17,76005999,76000906,+,
CDK4,ENSG00000135446,12,57756013,57747727,-,0.2023
CDK5,ENSG00000164885,7,151057897,151053815,-,0.1112
CDK5R1,ENSG00000176749,17,32491253,32486993,+,-0.0285
CDK5R2,ENSG00000171450,2,218962155,218959666,+,
CDK5RAP1,ENSG00000101391,20,33401561,33358839,-,-0.0659
CDK5RAP2,ENSG00000136861,9,120580170,120388869,-,0.0064
CDK5RAP3,ENSG00000108465,17,47981781,47967810,+,-0.1009
CDK6,ENSG00000105810,7,92836594,92604921,-,0.5374
CDK7,ENSG00000134058,5,69277430,69234795,+,-0.1117
CDK8,ENSG00000132964,13,26405238,26254104,+,0.133
CDK9,ENSG00000136807,9,127790792,127785679,+,0.083
CDKL1,ENSG00000100490,14,50416461,50329404,-,-0.0762
CDKL2,ENSG00000138769,4,75630716,75576496,-,0.0502
CDKL3,ENSG00000006837,5,134371047,134286350,-,0.0657
CDKL4,ENSG00000205111,2,39229588,39175646,-,0.0336
CDKL5,ENSG00000008086,X,18653629,18425583,+,-0.0225
CDKN1A,ENSG00000124762,6,36687339,36676460,+,-0.0756
CDKN1B,ENSG00000111276,12,12722369,12715058,+,-0.0067
CDKN1C,ENSG00000129757,11,2885773,2883213,-,-0.0382
CDKN2A,ENSG00000147889,9,21995301,21967753,-,0.056
CDKN2B,ENSG00000147883,9,22009305,22002903,-,
CDKN2C,ENSG00000123080,1,50974634,50960745,+,0.317
CDKN3,ENSG00000100526,14,54420218,54396849,+,0.5491
CDT1,ENSG00000167513,16,88809258,88803789,+,0.3879
CEBPA,ENSG00000245848,19,33302534,33299934,-,
CECR2,ENSG00000099954,22,17558149,17359949,+,
CENPA,ENSG00000115163,2,26801067,26764289,+,0.4268
CENPC,ENSG00000145241,4,67545503,67468762,-,-0.1394
CENPE,ENSG00000138778,4,103198445,103105349,-,0.4242
CENPF,ENSG00000117724,1,214664571,214603195,+,0.4106
CENPH,ENSG00000153044,5,69210357,69189574,+,0.071
CENPJ,ENSG00000151849,13,24922889,24882279,-,0.0375
CENPK,ENSG00000123219,5,65563168,65517766,-,0.2433
CENPQ,ENSG00000031691,6,49493107,49463370,+,0.0777
CENPS,ENSG00000175279,1,10442808,10430433,+,-0.0305
CENPT,ENSG00000102901,16,67847811,67828157,-,-0.0907
CENPV,ENSG00000166582,17,16353656,16342534,-,0.2642
CENPW,ENSG00000203760,6,126348875,126340174,+,0.5759
CENPX,ENSG00000169689,17,82024107,82018702,-,0.0996
CEP120,ENSG00000168944,5,123423592,123344885,-,-0.0549
CEP135,ENSG00000174799,4,56033361,55948871,+,-0.0225
CEP152,ENSG00000103995,15,48811146,48712928,-,0.0054
CEP250,ENSG00000126001,20,35519280,35455164,+,-0.0336
CEP290,ENSG00000198707,12,88142088,88049014,-,-0.0965
CEP295,ENSG00000166004,11,93730358,93661682,+,0.0263
CEP295NL,ENSG00000178404,17,78903217,78870910,-,
CEP41,ENSG00000106477,7,130442433,130393771,-,0.0745
CEP44,ENSG00000164118,4,174333380,174283730,+,0.0239
CEP55,ENSG00000138180,10,93529092,93496612,+,0.3526
CEP57,ENSG00000166037,11,95832693,95789965,+,-0.041
CEP63,ENSG00000182923,3,134575017,134485721,+,0.1514
CEP68,ENSG00000011523,2,65087004,65056366,+,-0.0778
CEP70,ENSG00000114107,3,138594538,138494344,-,-0.0712
CEP76,ENSG00000101624,18,12702777,12661833,-,0.1407
CEP78,ENSG00000148019,9,78279690,78236062,+,0.0543
CEP85,ENSG00000130695,1,26278808,26234200,+,0.1012
CEP97,ENSG00000182504,3,101770562,101724593,+,0.0843
CETN1,ENSG00000177143,18,582114,580380,+,
CETN2,ENSG00000147400,X,152830757,152826979,-,0.2722
CETN3,ENSG00000153140,5,90409786,90392261,-,0.0063
CFL1,ENSG00000172757,11,65862026,65823022,-,-0.0423
CGREF1,ENSG00000138028,2,27119128,27098889,-,
CGRRF1,ENSG00000100532,14,54539292,54509812,+,-0.0941
CHAF1A,ENSG00000167670,19,4445018,4402640,+,0.4342
CHAF1B,ENSG00000159259,21,36419015,36385392,+,0.261
CHAMP1,ENSG00000198824,13,114337626,114314482,+,0.1505
CHEK1,ENSG00000149554,11,125676255,125625665,+,0.4171
CHEK2,ENSG00000183765,22,28742422,28687743,-,0.1089
CHFR,ENSG00000072609,12,132956304,132822187,-,-0.0325
CHMP1A,ENSG00000131165,16,89657721,89644435,-,-0.0581
CHMP1B,ENSG00000255112,18,11854444,11851413,+,
CHMP2A,ENSG00000130724,19,58555105,58551566,-,0.1172
CHMP2B,ENSG00000083937,3,87255556,87227271,+,-0.0232
CHMP3,ENSG00000115561,2,86563479,86503430,-,-0.1481
CHMP4A,ENSG00000254505,14,24213869,24209583,-,0.0026
CHMP4B,ENSG00000101421,20,33854366,33811348,+,0.0104
CHMP5,ENSG00000086065,9,33282070,33264879,+,-0.0155
CHMP6,ENSG00000176108,17,81009517,80991598,+,-0.0727
CHMP7,ENSG00000147457,8,23262000,23243637,+,-0.1762
CHORDC1,ENSG00000110172,11,90223077,90200429,-,-0.0179
CHTF18,ENSG00000127586,16,800737,788046,+,0.3065
CHTF8,ENSG00000168802,16,69132578,69118010,-,-0.0097
CIB1,ENSG00000185043,15,90234047,90229975,-,-0.3258
CINP,ENSG00000100865,14,102362916,102341102,-,0.2712
CIT,ENSG00000122966,12,119877320,119685791,-,0.3353
CITED2,ENSG00000164442,6,139374648,139371807,-,0.1075
CKAP2,ENSG00000136108,13,52476628,52455429,+,0.1236
CKAP5,ENSG00000175216,11,46846308,46743048,-,0.0558
CKS1B,ENSG00000173207,1,154979251,154974653,+,0.446
CKS2,ENSG00000123975,9,89316703,89311195,+,0.4946
CLASP2,ENSG00000163539,3,33718356,33496245,-,-0.06
CLIC1,ENSG00000213719,6,31739763,31730581,-,0.0251
CLIP1,ENSG00000130779,12,122422632,122271432,-,-0.0318
CLOCK,ENSG00000134852,4,55546909,55427903,-,-0.0144
CLSPN,ENSG00000092853,1,35769978,35720218,-,0.523
CLTA,ENSG00000122705,9,36304781,36190856,+,0.155
CLTC,ENSG00000141367,17,59696956,59619689,+,0.1569
CNEP1R1,ENSG00000205423,16,50037088,50024410,+,-0.0777
CNOT1,ENSG00000125107,16,58629885,58519951,-,-0.0562
CNOT10,ENSG00000182973,3,32773875,32685145,+,-0.0154
CNOT11,ENSG00000158435,2,101270316,101252886,+,-0.0101
CNOT2,ENSG00000111596,12,70354993,70242994,+,-0.0131
CNOT3,ENSG00000088038,19,54155681,54137749,+,0.0056
CNOT4,ENSG00000080802,7,135510127,135361795,-,-0.1344
CNOT6,ENSG00000113300,5,180578358,180494379,+,-0.0264
CNOT6L,ENSG00000138767,4,77819615,77713387,-,-0.1036
CNOT7,ENSG00000198791,8,17246878,17224966,-,-0.1795
CNOT8,ENSG00000155508,5,154876793,154857553,+,-0.1503
CNOT9,ENSG00000144580,2,218597080,218568580,+,0.006
CNTD1,ENSG00000176563,17,42811587,42798800,+,0.0453
CNTLN,ENSG00000044459,9,17503923,17134982,+,0.0844
CNTRL,ENSG00000119397,9,121177610,121074863,+,-0.2269
CNTROB,ENSG00000170037,17,7949920,7932101,+,-0.0065
COPS5,ENSG00000121022,8,67083783,67043079,-,0.0967
CORT,ENSG00000241563,1,10451902,10449719,+,0.0444
CRADD,ENSG00000169372,12,93894840,93677375,+,0.1217
CREBL2,ENSG00000111269,12,12645108,12611827,+,-0.0775
CRLF3,ENSG00000176390,17,30824692,30769388,-,-0.1618
CRNN,ENSG00000143536,1,152414263,152409243,-,
CROCC,ENSG00000058453,1,16972964,16740273,+,0.0663
CRY1,ENSG00000008405,12,107093549,106991364,-,-0.056
CSNK1A1,ENSG00000113712,5,149551471,149492982,-,-0.0655
CSNK1D,ENSG00000141551,17,82273731,82239023,-,-0.042
CSNK1E,ENSG00000213923,22,38318084,38290691,-,-0.0116
CSNK2A1,ENSG00000101266,20,543835,472498,-,-0.0028
CSNK2A2,ENSG00000070770,16,58198106,58157907,-,-0.0135
CSNK2A3,ENSG00000254598,11,11353250,11351942,-,
CSPP1,ENSG00000104218,8,67196263,67062426,+,0.0539
CTBP1,ENSG00000159692,4,1249953,1211448,-,0.0058
CTC1,ENSG00000178971,17,8248056,8224815,-,-0.0733
CTCF,ENSG00000102974,16,67639177,67562467,+,-0.0584
CTCFL,ENSG00000124092,20,57525652,57495966,-,
CTDNEP1,ENSG00000175826,17,7252491,7243591,-,0.019
CTDSP1,ENSG00000144579,2,218405941,218398256,+,-0.0353
CTDSP2,ENSG00000175215,12,57846729,57819927,-,-0.0283
CTDSPL,ENSG00000144677,3,37984469,37861880,+,
CTNNB1,ENSG00000168036,3,41260096,41194741,+,-0.09
CUL1,ENSG00000055130,7,148801110,148697914,+,-0.1405
CUL2,ENSG00000108094,10,35090642,35008551,-,-0.0343
CUL3,ENSG00000036257,2,224585397,224470150,-,-0.0104
CUL4A,ENSG00000139842,13,113267108,113208193,+,0.0695
CUL4B,ENSG00000158290,X,120575794,120524609,-,-0.0288
CUL5,ENSG00000166266,11,108107761,108008898,+,-0.0474
CUL7,ENSG00000044090,6,43053945,43037617,-,-0.0365
CUL9,ENSG00000112659,6,43224587,43182184,+,-0.0349
CUZD1,ENSG00000138161,10,122846175,122832158,-,-0.0277
CXCL8,ENSG00000169429,4,73743716,73740541,+,
CXCR5,ENSG00000160683,11,118897787,118883892,+,-0.2022
CYLD,ENSG00000083799,16,50801935,50742050,+,0.0343
CYP1A1,ENSG00000140465,15,74725536,74719542,-,0.0643
CYP26B1,ENSG00000003137,2,72148038,72129238,-,
CYP27B1,ENSG00000111012,12,57768986,57762334,-,0.1343
DAB2IP,ENSG00000136848,9,121785530,121567057,+,0.0171
DACH1,ENSG00000276644,13,71867204,71437966,-,
DACT1,ENSG00000165617,14,58648321,58633967,+,
DAPK3,ENSG00000167657,19,3971123,3958453,-,0.0935
DBF4,ENSG00000006634,7,87909553,87876216,+,0.2332
DBF4B,ENSG00000161692,17,44752264,44708608,+,0.24
DCDC1,ENSG00000170959,11,31369810,30830369,-,0.0954
DCLRE1A,ENSG00000198924,10,113854383,113834725,-,0.0116
DCLRE1B,ENSG00000118655,1,113914086,113905213,+,0.2133
DCTN1,ENSG00000204843,2,74392087,74361154,-,-0.0164
DCTN2,ENSG00000175203,12,57547331,57530102,-,0.1012
DCTN3,ENSG00000137100,9,34620523,34613545,-,0.0871
DCTN6,ENSG00000104671,8,30183639,30156319,+,0.1244
DCUN1D3,ENSG00000188215,16,20900358,20854925,-,-0.0187
DDB1,ENSG00000167986,11,61342596,61299451,-,0.1235
DDIAS,ENSG00000165490,11,82958277,82899975,+,0.1708
DDIT3,ENSG00000175197,12,57521737,57516588,-,-0.0636
DDRGK1,ENSG00000198171,20,3204685,3190350,-,0.1389
DDX11L8,ENSG00000256263,12,13501,12310,+,
DDX12P,ENSG00000214826,12,9448229,9418673,-,0.1667
DDX39B,ENSG00000198563,6,31542448,31530219,-,-0.0912
DDX3X,ENSG00000215301,X,41364472,41333284,+,-0.0494
DDX4,ENSG00000152670,5,55817157,55738017,+,
DEUP1,ENSG00000165325,11,93438487,93329971,+,
DHCR24,ENSG00000116133,1,54887195,54849627,-,0.2229
DHFR,ENSG00000228716,5,80654983,80626226,-,0.3318
DIRAS3,ENSG00000162595,1,68051631,68045886,-,
DIS3L2,ENSG00000144535,2,232344350,231961245,+,-0.0558
DLG1,ENSG00000075711,3,197299330,197042560,-,-0.0142
DLGAP5,ENSG00000126787,14,55191608,55148112,-,0.5038
DMC1,ENSG00000100206,22,38570204,38518948,-,0.0662
DMRT1,ENSG00000137090,9,969090,841690,+,
DMRTC2,ENSG00000142025,19,41852333,41844743,+,
DMTF1,ENSG00000135164,7,87196337,87152361,+,-0.0809
DNA2,ENSG00000138346,10,68472121,68414064,-,0.3036
DNM2,ENSG00000079805,19,10833488,10718079,+,0.2004
DNMT3A,ENSG00000119772,2,25342590,25227855,-,0.014
DNMT3L,ENSG00000142182,21,44262216,44246339,-,-0.0252
DONSON,ENSG00000159147,21,33588706,33559542,-,0.2391
DRD2,ENSG00000149295,11,113475691,113409605,-,
DRD3,ENSG00000151577,3,114199407,114128652,-,-0.0496
DRG1,ENSG00000185721,22,31530634,31399604,+,0.2238
DSCC1,ENSG00000136982,8,119855894,119833976,-,0.3048
DSN1,ENSG00000149636,20,36773818,36751791,-,0.1482
DTL,ENSG00000143476,1,212107400,212035553,+,0.5045
DUSP1,ENSG00000120129,5,172771195,172768096,-,-0.3916
DUSP13,ENSG00000079393,10,75109221,75094432,-,0.0294
DUSP3,ENSG00000108861,17,43778977,43766125,-,0.1184
DUX4,ENSG00000260596,4,190185942,190173774,+,
DYNC1I2,ENSG00000077380,2,171748420,171687409,+,-0.0905
DYNC1LI1,ENSG00000144635,3,32570858,32525974,-,0.0847
DYNLL1,ENSG00000088986,12,120498493,120469850,+,0.2922
DYNLT1,ENSG00000146425,6,158644743,158636474,-,-0.1071
DYNLT3,ENSG00000165169,X,37847571,37836757,-,-0.1417
DYRK3,ENSG00000143479,1,206684419,206635536,+,0.0289
E2F1,ENSG00000101412,20,33686385,33675477,-,0.2598
E2F2,ENSG00000007968,1,23531233,23506438,-,0.3752
E2F3,ENSG00000112242,6,20493714,20401879,+,0.0435
E2F4,ENSG00000205250,16,67198918,67192155,+,-0.0129
E2F6,ENSG00000169016,2,11466177,11444375,-,-0.0577
E2F7,ENSG00000165891,12,77065569,77021248,-,0.2026
E2F8,ENSG00000129173,11,19241620,19224063,-,0.3627
E4F1,ENSG00000167967,16,2235742,2223580,+,-0.0127
ECD,ENSG00000122882,10,73169055,73130155,-,-0.0129
ECRG4,ENSG00000119147,2,106078155,106063246,+,
ECT2,ENSG00000114346,3,172821474,172750682,+,0.1299
EDN3,ENSG00000124205,20,59325992,59300443,+,
EED,ENSG00000074266,11,86278813,86244753,+,-0.0058
EFHC1,ENSG00000096093,6,52529886,52362123,+,0.0045
EFHC2,ENSG00000183690,X,44343672,44147872,-,
EGF,ENSG00000138798,4,110013766,109912883,+,0.0528
EGFR,ENSG00000146648,7,55211628,55019017,+,
EHMT1,ENSG00000181090,9,137870016,137618992,+,-0.0638
EHMT2,ENSG00000204371,6,31897687,31879759,-,-0.0814
EID1,ENSG00000255302,15,48880173,48878134,+,
EIF2AK4,ENSG00000128829,15,40035591,39934115,+,0.0794
EIF4E,ENSG00000151247,4,98930637,98871684,-,-0.0267
EIF4EBP1,ENSG00000187840,8,38060365,38030534,+,0.1971
EIF4G1,ENSG00000114867,3,184335358,184314495,+,0.2601
EIF4G2,ENSG00000110321,11,10808940,10797050,-,0.1442
EME1,ENSG00000154920,17,50381483,50373220,+,0.1357
EME2,ENSG00000197774,16,1781708,1772810,+,0.0364
EML1,ENSG00000066629,14,99942060,99737693,+,0.0648
EML4,ENSG00000143924,2,42332548,42169353,+,-0.2735
ENSA,ENSG00000143420,1,150629612,150600851,-,-0.0191
ENTR1,ENSG00000165689,9,136410614,136401922,-,-0.0185
EP300,ENSG00000100393,22,41180077,41092592,+,-0.0505
EPB41,ENSG00000159023,1,29120046,28887091,+,-0.1569
EPB41L2,ENSG00000079819,6,131063322,130839347,-,-0.0581
EPC1,ENSG00000120616,10,32378798,32267751,-,-0.1015
EPGN,ENSG00000182585,4,74316789,74308470,+,
EPS8,ENSG00000151491,12,15882329,15620134,-,-0.0039
ERCC1,ENSG00000012061,19,45478828,45407333,-,-0.1199
ERCC2,ENSG00000104884,19,45370918,45349837,-,0.2234
ERCC3,ENSG00000163161,2,127294176,127257290,-,-0.1442
ERCC4,ENSG00000175595,16,13952345,13920157,+,0.0496
ERCC6,ENSG00000225830,10,49539538,49454470,-,-0.1019
ERCC6L,ENSG00000186871,X,72239027,72204657,-,0.2276
EREG,ENSG00000124882,4,74388749,74365145,+,
ERH,ENSG00000100632,14,69398299,69380128,-,0.4464
ERN1,ENSG00000178607,17,64130819,64039142,-,0.0977
ESCO1,ENSG00000141446,18,21600884,21529284,-,-0.0598
ESCO2,ENSG00000171320,8,27812640,27771949,+,0.3374
ESPL1,ENSG00000135476,12,53293643,53268299,+,0.2396
ESRRB,ENSG00000119715,14,76501837,76310712,+,0.1153
ESX1,ENSG00000123576,X,104254933,104250038,-,
ETAA1,ENSG00000143971,2,67412089,67397322,+,-0.0103
EVI2B,ENSG00000185862,17,31314105,31303770,-,
EVI5,ENSG00000067208,1,92792404,92508696,-,-0.0506
EXD1,ENSG00000178997,15,41230743,41182725,-,
EXO1,ENSG00000174371,1,241895148,241847967,+,0.4455
EZH2,ENSG00000106462,7,148884321,148807383,-,0.2854
EZR,ENSG00000092820,6,158819368,158765741,-,-0.4566
FAM107A,ENSG00000168309,3,58627610,58564117,-,
FAM32A,ENSG00000105058,19,16192046,16185380,+,-0.0745
FAM83D,ENSG00000101447,20,38953106,38926312,+,0.3091
FAM9A,ENSG00000183304,X,8801383,8790795,-,
FAM9B,ENSG00000177138,X,9295682,9024232,-,
FAM9C,ENSG00000187268,X,13044682,13035617,-,
FANCA,ENSG00000187741,16,89816657,89737549,-,0.1973
FANCI,ENSG00000140525,15,89317261,89243949,+,0.3681
FANCM,ENSG00000187790,14,45200890,45135930,+,-0.0547
FAP,ENSG00000078098,2,162245151,162170684,-,
FBXL15,ENSG00000107872,10,102423136,102419189,+,-0.1186
FBXL17,ENSG00000145743,5,108382098,107859035,-,0.0238
FBXL21P,ENSG00000164616,5,135951591,135930317,+,
FBXL22,ENSG00000197361,15,63602428,63597353,+,0.0245
FBXL3,ENSG00000005812,13,77027195,76992598,-,-0.0811
FBXL6,ENSG00000182325,8,144359376,144355431,-,0.1736
FBXL7,ENSG00000183580,5,15939795,15500180,+,
FBXL8,ENSG00000135722,16,67164570,67159932,+,0.0902
FBXO31,ENSG00000103264,16,87392142,87326987,-,0.1036
FBXO4,ENSG00000151876,5,41941743,41925254,+,0.0785
FBXO43,ENSG00000156509,8,100145817,100133351,-,0.2387
FBXO5,ENSG00000112029,6,152983579,152970519,-,0.3433
FBXO6,ENSG00000116663,1,11674354,11664200,+,0.0375
FBXO7,ENSG00000100225,22,32498829,32474676,+,-0.0931
FBXW11,ENSG00000072803,5,172006873,171861549,-,-0.0753
FBXW5,ENSG00000159069,9,136944738,136940435,-,-0.0037
FBXW7,ENSG00000109670,4,152536092,152320544,-,0.1993
FEM1B,ENSG00000169018,15,68295862,68277745,+,0.0174
FEN1,ENSG00000168496,11,61797238,61792911,+,0.283
FGF10,ENSG00000070193,5,44389706,44303544,-,
FGF8,ENSG00000107831,10,101780369,101770130,-,0.083
FGFR1,ENSG00000077782,8,38468834,38400215,-,0.078
FGFR2,ENSG00000066468,10,121598458,121478334,-,
FHL1,ENSG00000022267,X,136211359,136146702,+,-0.0759
FIGN,ENSG00000182263,2,163736012,163593396,-,
FKBP6,ENSG00000077800,7,73358637,73328161,+,-0.0341
FLCN,ENSG00000154803,17,17237188,17212212,-,-0.0284
FLT3LG,ENSG00000090554,19,49486231,49474207,+,-0.0867
FMN2,ENSG00000155816,1,240475187,240014348,+,
FOXA1,ENSG00000129514,14,37596059,37589552,-,
FOXC1,ENSG00000054598,6,1613897,1609915,+,0.0844
FOXE3,ENSG00000186790,1,47418052,47416285,+,
FOXG1,ENSG00000176165,14,28770277,28760330,+,
FOXM1,ENSG00000111206,12,2877155,2857681,-,0.339
FOXN3,ENSG00000053254,14,89619149,89124871,-,-0.1126
FOXO4,ENSG00000184481,X,71103532,71095851,+,0.0184
FSD1,ENSG00000105255,19,4323843,4304598,+,0.0359
FZD3,ENSG00000104290,8,28574267,28494205,+,0.0123
FZD9,ENSG00000188763,7,73436120,73433778,+,
GADD45A,ENSG00000116717,1,67688334,67685201,+,0.0593
GADD45B,ENSG00000099860,19,2478259,2476122,+,-0.1098
GADD45G,ENSG00000130222,9,89606555,89605012,+,0.074
GADD45GIP1,ENSG00000179271,19,12957223,12953119,-,0.3033
GAK,ENSG00000178950,4,932373,849276,-,-0.0162
GAS1,ENSG00000180447,9,86947506,86944362,-,-0.0653
GAS2,ENSG00000148935,11,22813055,22625509,+,0.053
GAS2L1,ENSG00000185340,22,29312785,29306582,+,
GATA6,ENSG00000141448,18,22202528,22169392,+,
GBF1,ENSG00000107862,10,102382899,102245532,+,0.1008
GEM,ENSG00000164949,8,94262350,94249253,-,
GEN1,ENSG00000178295,2,17788946,17753858,+,0.1406
GFI1,ENSG00000162676,1,92486925,92473043,-,0.0845
GFI1B,ENSG00000165702,9,132991687,132944000,+,-0.0411
GIGYF2,ENSG00000204120,2,232860575,232697299,+,0.1083
GINS1,ENSG00000101003,20,25452628,25407673,+,0.467
GIPC1,ENSG00000123159,19,14496149,14477760,-,0.1025
GIT1,ENSG00000108262,17,29594054,29573469,-,0.0793
GJA1,ENSG00000152661,6,121449727,121435595,+,
GJC2,ENSG00000198835,1,228159826,228149930,+,
GLI1,ENSG00000111087,12,57472268,57459785,+,
GML,ENSG00000104499,8,142916506,142834247,+,
GMNC,ENSG00000205835,3,190892429,190852737,-,
GMNN,ENSG00000112312,6,24786099,24774931,+,0.5942
GNAI1,ENSG00000127955,7,80226181,79768028,+,
GNAI2,ENSG00000114353,3,50259362,50226292,+,-0.0162
GNAI3,ENSG00000065135,1,109618324,109548615,+,0.0078
GOLGA2,ENSG00000167110,9,128275995,128255829,-,-0.0074
GOLGA8B,ENSG00000215252,15,34588503,34525207,-,-0.112
GPER1,ENSG00000164850,7,1093815,1082208,+,-0.0189
GPNMB,ENSG00000136235,7,23275108,23235967,+,0.0385
GPR3,ENSG00000181773,1,27395814,27392622,+,0.0345
GPSM2,ENSG00000121957,1,108934545,108875350,+,0.1637
GSPT1,ENSG00000103342,16,11916082,11868128,-,0.3147
GSPT2,ENSG00000189369,X,51746232,51743442,+,0.0352
GTF2H1,ENSG00000110768,11,18367045,18322295,+,-0.0062
GTPBP4,ENSG00000107937,10,1019932,988434,+,0.025
GTSE1,ENSG00000075218,22,46330810,46296870,+,0.4709
HACE1,ENSG00000085382,6,104859919,104728094,-,-0.0504
HASPIN,ENSG00000177602,17,3726699,3723903,+,
HAUS1,ENSG00000152240,18,46128333,46104378,+,0.0999
HAUS2,ENSG00000137814,15,42569994,42548828,+,0.2668
HAUS3,ENSG00000214367,4,2242276,2078998,-,-0.0383
HAUS4,ENSG00000092036,14,22957161,22946228,-,0.0856
HAUS5,ENSG00000249115,19,35625355,35612735,+,-0.0067
HAUS6,ENSG00000147874,9,19102904,19053141,-,-0.0299
HAUS7,ENSG00000213397,X,153495516,153447666,-,0.0974
HAUS8,ENSG00000131351,19,17075625,17049729,-,0.0613
HBP1,ENSG00000105856,7,107202522,107168961,+,-0.1953
HCFC1,ENSG00000172534,X,153971818,153947557,-,0.1039
HDAC3,ENSG00000171720,5,141636849,141620876,-,-0.0484
HDAC8,ENSG00000147099,X,72573101,72329516,-,-0.003
HECA,ENSG00000112406,6,139180802,139135080,+,0.0301
HELLS,ENSG00000119969,10,94613905,94501434,+,0.0822
HEPACAM,ENSG00000165478,11,124936412,124919205,-,
HEPACAM2,ENSG00000188175,7,93226469,93188534,-,
HERC5,ENSG00000138646,4,88506163,88457119,+,-0.135
HES1,ENSG00000114315,3,194138732,194136148,+,-0.0393
HEXIM1,ENSG00000186834,17,45152101,45148502,+,-0.0285
HEXIM2,ENSG00000168517,17,45170040,45160700,+,0.0649
HFM1,ENSG00000162669,1,91404856,91260766,-,0.0461
HGF,ENSG00000019991,7,81770438,81699010,-,
HHEX,ENSG00000152804,10,92695647,92689955,+,-0.2785
HIPK2,ENSG00000064393,7,139777998,139561570,-,0.0476
HJURP,ENSG00000123485,2,233854566,233833416,-,0.4911
HLA-G,ENSG00000204632,6,29831125,29826967,+,-0.1205
HMCN1,ENSG00000143341,1,186190949,185734391,+,-0.0438
HMG20B,ENSG00000064961,19,3579088,3572777,+,-0.0183
HMGA2,ENSG00000149948,12,65966295,65824131,+,
HMGN5,ENSG00000198157,X,81201913,81113699,-,-0.0234
HMMR,ENSG00000072571,5,163491941,163460203,+,0.452
HNRNPU,ENSG00000153187,1,244864560,244840638,-,0.2435
HORMAD1,ENSG00000143452,1,150720895,150698060,-,
HPGD,ENSG00000164120,4,174523154,174490175,-,0.1167
HSF1,ENSG00000185122,8,144314720,144291591,+,-0.1288
HSP90AA1,ENSG00000080824,14,102139699,102080738,-,0.1413
HSP90AB1,ENSG00000096384,6,44253888,44246166,+,0.0537
HSPA1A,ENSG00000204389,6,31817946,31815543,+,-0.0806
HSPA1B,ENSG00000204388,6,31830254,31827738,+,-0.052
HSPA2,ENSG00000126803,14,64546173,64535905,+,-0.0489
HSPA8,ENSG00000109971,11,123063230,123057489,-,-0.0274
HTRA2,ENSG00000115317,2,74533348,74529377,+,0.0285
HUS1,ENSG00000136273,7,47979615,47963288,-,0.0871
HUS1B,ENSG00000188996,6,656963,655939,-,
ID2,ENSG00000115738,2,8684461,8678845,+,0.1446
ID3,ENSG00000117318,1,23559501,23557926,-,-0.2285
ID4,ENSG00000172201,6,19842197,19837370,+,
IFNG,ENSG00000111537,12,68159740,68154768,-,
IFNW1,ENSG00000177047,9,21142145,21140214,-,
IGF1,ENSG00000017427,12,102481744,102395874,-,0.1038
IGF2,ENSG00000167244,11,2141238,2129112,-,
IK,ENSG00000113141,5,140662480,140647058,+,-0.0988
IKZF1,ENSG00000185811,7,50405101,50304068,+,-0.1226
IL10,ENSG00000136634,1,206774541,206767602,-,
IL12A,ENSG00000168811,3,159996019,159988835,+,0.0071
IL12B,ENSG00000113302,5,159330887,159314783,-,
IL1A,ENSG00000115008,2,112784590,112773915,-,0.039
IL1B,ENSG00000125538,2,112836816,112829751,-,0.0566
ILK,ENSG00000166333,11,6610874,6603708,+,-0.0984
INCENP,ENSG00000149503,11,62153169,62123998,+,0.1865
ING1,ENSG00000153487,13,110723339,110712736,+,-0.0636
ING2,ENSG00000168556,4,183512429,183505058,+,0.192
ING4,ENSG00000111653,12,6663142,6650301,-,-0.1775
